,repr_0,repr_1,repr_2,repr_3,repr_4,repr_5,repr_6,repr_7,repr_8,repr_9,repr_10,repr_11,repr_12,repr_13,repr_14,repr_15,repr_16,repr_17,repr_18,repr_19,repr_20,repr_21,repr_22,repr_23,repr_24,repr_25,repr_26,repr_27,repr_28,y,y_hat
0,-2.6343748569488525,8.912256240844727,7.534688472747803,-7.412154197692871,-14.584532737731934,-3.424290180206299,-10.465301513671875,-0.517646312713623,-8.418777465820312,-3.40126371383667,13.188404083251953,-9.042390823364258,6.681294918060303,1.316582202911377,-2.665618419647217,0.3381209373474121,13.466911315917969,-11.512321472167969,2.651827812194824,-3.9340548515319824,9.647382736206055,-10.984394073486328,4.597315788269043,16.02969741821289,-7.689920425415039,-4.895252227783203,-7.32071590423584,4.711610794067383,-3.424353837966919,0.0,0.09937709318208897
1,-1.2957561016082764,4.7050580978393555,3.847578287124634,-3.907938241958618,-7.544600486755371,-1.7869963645935059,-5.459569931030273,-0.33110690116882324,-4.508883953094482,-1.7279772758483887,6.944850921630859,-4.610466480255127,3.4278950691223145,0.7495970726013184,-1.3273355960845947,0.14803123474121094,6.954719066619873,-5.988611698150635,1.3334970474243164,-1.9779038429260254,5.090152740478516,-5.75384521484375,2.388352394104004,8.286429405212402,-4.092163562774658,-2.467918872833252,-3.6792964935302734,2.376566171646118,-1.6634533405303955,1.0,0.3528460849258903
2,-1.2005503177642822,4.251187324523926,3.0612337589263916,-3.2646145820617676,-6.222225666046143,-1.7421507835388184,-4.87081241607666,-0.2771925926208496,-4.13787841796875,-1.728217363357544,5.562664985656738,-4.0404181480407715,2.8155646324157715,0.9624345302581787,-0.7777693271636963,0.1811673641204834,6.024097442626953,-5.4072723388671875,1.1183885335922241,-1.4126319885253906,4.6102190017700195,-4.861294746398926,2.202082633972168,6.945794105529785,-3.8375561237335205,-2.042296886444092,-2.8156580924987793,1.7048065662384033,-1.392271637916565,1.0,0.6590630837526674
3,-0.8217722177505493,3.604071617126465,2.8166098594665527,-2.9414539337158203,-5.6331987380981445,-1.3511489629745483,-4.23078727722168,-0.3400808572769165,-3.508274555206299,-1.4224889278411865,5.150041580200195,-3.4764630794525146,2.4790427684783936,0.6658868789672852,-0.8749058246612549,0.14255034923553467,5.210387229919434,-4.456307411193848,0.9718855619430542,-1.3041419982910156,3.786802053451538,-4.302404403686523,1.7500157356262207,6.187780380249023,-3.2100772857666016,-1.8229475021362305,-2.656844139099121,1.7006011009216309,-1.208395004272461,0.0,0.5053246889069739
4,-1.7377564907073975,6.108349800109863,4.970722675323486,-4.9775543212890625,-9.57613468170166,-2.327461004257202,-7.120905876159668,-0.3640716075897217,-5.872272491455078,-2.290163278579712,8.739177703857422,-6.107907772064209,4.446220397949219,1.0168426036834717,-1.5862231254577637,0.261580228805542,9.061334609985352,-7.761261463165283,1.7266044616699219,-2.5203099250793457,6.615482330322266,-7.277703285217285,3.088947296142578,10.631743431091309,-5.249033451080322,-3.22592830657959,-4.685802459716797,3.027275800704956,-2.235909938812256,0.0,0.2921773977086712
5,-1.6011769771575928,5.744609832763672,4.905545234680176,-4.772762775421143,-9.503705978393555,-2.0854856967926025,-6.817111015319824,-0.2676544189453125,-5.421501159667969,-2.1519548892974854,8.505123138427734,-5.77188777923584,4.367149829864502,0.7886414527893066,-1.6161816120147705,0.18298649787902832,8.616416931152344,-7.376349449157715,1.7030928134918213,-2.5767314434051514,6.275067329406738,-7.005220413208008,2.8919663429260254,10.348226547241211,-5.008450031280518,-3.132101535797119,-4.6313700675964355,3.0479838848114014,-2.2152812480926514,0.0,0.23768167672170976
6,-2.169945240020752,7.683384418487549,5.2573442459106445,-5.367560386657715,-10.807474136352539,-3.3012564182281494,-8.800541877746582,-0.46042799949645996,-7.821965217590332,-3.21427583694458,9.697376251220703,-7.379971504211426,5.210298538208008,2.080620527267456,-0.8225517272949219,0.5364706516265869,11.054278373718262,-9.900890350341797,2.3137354850769043,-2.561713218688965,8.47118091583252,-8.399823188781738,4.2556867599487305,12.507881164550781,-7.0409088134765625,-3.762143611907959,-4.9735493659973145,3.02536940574646,-2.6948089599609375,1.0,0.7255105385885823
7,-1.782210350036621,6.25363826751709,5.016110897064209,-5.037818908691406,-9.706512451171875,-2.4096808433532715,-7.277113914489746,-0.3798556327819824,-6.058389186859131,-2.377163887023926,8.84730339050293,-6.240221977233887,4.529540538787842,1.1090736389160156,-1.5269441604614258,0.2882049083709717,9.263245582580566,-7.963769912719727,1.7718353271484375,-2.5286593437194824,6.7949113845825195,-7.397364139556885,3.1935925483703613,10.821216583251953,-5.410778999328613,-3.2815511226654053,-4.725104331970215,3.032492160797119,-2.280949115753174,0.0,0.32266064181872783
8,-1.4390558004379272,5.001068592071533,4.299143314361572,-4.122752666473389,-8.298601150512695,-1.8334524631500244,-5.902585029602051,-0.2196674346923828,-4.6783013343811035,-1.833144187927246,7.455997943878174,-5.101529121398926,3.8542470932006836,0.741924524307251,-1.3890666961669922,0.15062189102172852,7.551030158996582,-6.457119464874268,1.5564234256744385,-2.318868637084961,5.419363021850586,-6.167961597442627,2.5421037673950195,9.1165771484375,-4.274481296539307,-2.7885890007019043,-4.0484747886657715,2.6651687622070312,-1.9417049884796143,0.0,0.23848445954791808
9,-0.8042681217193604,3.310352325439453,2.4901459217071533,-2.6175594329833984,-5.082374572753906,-1.26931893825531,-3.849682569503784,-0.19090604782104492,-3.2410740852355957,-1.176140308380127,4.644312858581543,-3.0752031803131104,2.270906686782837,0.4921112060546875,-0.8416481018066406,0.1930025815963745,4.814695835113525,-4.084473609924316,0.9017482995986938,-1.2017643451690674,3.585627555847168,-3.8396215438842773,1.6278036832809448,5.581618309020996,-2.918022632598877,-1.6569536924362183,-2.3242733478546143,1.531773567199707,-1.1059770584106445,1.0,0.5175584508579354
