,repr_0,repr_1,repr_2,repr_3,repr_4,repr_5,repr_6,repr_7,repr_8,repr_9,repr_10,repr_11,repr_12,repr_13,repr_14,repr_15,repr_16,repr_17,repr_18,repr_19,repr_20,repr_21,repr_22,repr_23,repr_24,repr_25,repr_26,repr_27,repr_28,y,y_hat
0,11.091497421264648,0.3655281066894531,-12.359037399291992,-12.541351318359375,6.535391807556152,-8.115718841552734,2.855678081512451,5.927706241607666,-11.916046142578125,0.780034065246582,6.169451713562012,-9.510885238647461,5.375627517700195,12.047282218933105,-6.5119476318359375,-8.209009170532227,-7.279689311981201,-1.6413698196411133,-4.072599411010742,-11.47225284576416,10.026479721069336,7.869152545928955,-8.097962379455566,-20.052745819091797,6.1962127685546875,-3.005052328109741,-5.227365016937256,5.208140850067139,1.2776250839233398,0.0,0.09161256722386045
1,5.765126705169678,-0.020987272262573242,-6.321898937225342,-6.473262786865234,3.2802953720092773,-4.299840450286865,1.5320121049880981,2.898128032684326,-5.9961652755737305,0.44284486770629883,3.134591817855835,-4.987076759338379,2.8839902877807617,6.162456512451172,-3.4465789794921875,-4.224337577819824,-3.640854597091675,-0.7669134140014648,-2.0533974170684814,-5.782888412475586,5.216916561126709,3.997443199157715,-4.072298049926758,-10.237876892089844,3.1606976985931396,-1.6032156944274902,-2.6622068881988525,2.5981101989746094,0.6348278522491455,1.0,0.3557505390286906
2,4.755528450012207,-0.030953645706176758,-5.015013217926025,-5.677192687988281,2.526587963104248,-3.3580031394958496,1.530714750289917,2.172231912612915,-4.800381660461426,0.4380364418029785,2.520589828491211,-4.399606704711914,2.4252614974975586,5.148126125335693,-3.035637617111206,-3.324207067489624,-3.074110746383667,-0.2630596160888672,-1.5302670001983643,-4.276281356811523,4.4393463134765625,3.0527710914611816,-3.378308057785034,-8.331681251525879,2.554725170135498,-1.3411271572113037,-2.40162992477417,2.2365360260009766,0.46672749519348145,1.0,0.6448783937697576
3,4.289628028869629,-0.03080296516418457,-4.484185695648193,-4.8211469650268555,2.300233840942383,-3.137357473373413,1.288388729095459,2.1335790157318115,-4.425957202911377,0.3818180561065674,2.163712501525879,-3.7594592571258545,2.0590860843658447,4.569334506988525,-2.6989991664886475,-3.042011022567749,-2.6858983039855957,-0.3488595485687256,-1.3621492385864258,-4.157994747161865,3.8766191005706787,2.7905757427215576,-3.037999153137207,-7.490335464477539,2.224318027496338,-1.2707569599151611,-1.9987620115280151,1.9113578796386719,0.42264866828918457,0.0,0.5191711489025221
4,7.4115800857543945,0.12611055374145508,-8.08134937286377,-8.414973258972168,4.119521141052246,-5.291990280151367,2.047271490097046,3.803835868835449,-7.648606300354004,0.6318984031677246,3.981123447418213,-6.491636276245117,3.522273540496826,7.939468860626221,-4.4355878829956055,-5.422606468200684,-4.751504421234131,-0.9217736721038818,-2.6057047843933105,-7.3154520988464355,6.680472373962402,5.053018569946289,-5.319830894470215,-13.145915985107422,4.007751941680908,-2.0098671913146973,-3.50948166847229,3.4806556701660156,0.8047206401824951,0.0,0.28797891536788556
5,7.085528373718262,0.03572893142700195,-7.9547834396362305,-8.005294799804688,4.058361053466797,-5.316141605377197,1.8494195938110352,3.7281408309936523,-7.748590469360352,0.6673784255981445,3.9156370162963867,-6.191359996795654,3.4635581970214844,7.744993686676025,-4.245643615722656,-5.446810722351074,-4.650168418884277,-0.9870924949645996,-2.5766706466674805,-7.441575527191162,6.459861755371094,5.070132732391357,-5.193915843963623,-13.001466751098633,3.879645824432373,-1.930539846420288,-3.329603672027588,3.2593626976013184,0.7866805791854858,0.0,0.23807994859211695
6,8.306686401367188,0.1718463897705078,-8.71306324005127,-10.358503341674805,4.224780559539795,-5.833547115325928,3.27327561378479,3.809201955795288,-7.892881870269775,0.6694693565368652,3.958028554916382,-8.21826457977295,3.7343497276306152,9.12922477722168,-5.331851959228516,-5.66319465637207,-5.647847652435303,-0.18035554885864258,-2.9597063064575195,-7.011403560638428,8.008604049682617,5.159060478210449,-6.226982116699219,-14.678003311157227,4.4207353591918945,-1.7000452280044556,-4.451852798461914,4.334286689758301,0.44715452194213867,1.0,0.7626748699445948
7,7.520717620849609,0.12630891799926758,-8.160341262817383,-8.609107971191406,4.148125171661377,-5.349339962005615,2.151780605316162,3.8253588676452637,-7.695516586303711,0.6333103179931641,3.9994120597839355,-6.659161567687988,3.543551445007324,8.067548751831055,-4.523412704467773,-5.468244552612305,-4.842340469360352,-0.8694543838500977,-2.6395673751831055,-7.318175792694092,6.811089038848877,5.083963394165039,-5.4119672775268555,-13.314886093139648,4.058359146118164,-1.9965485334396362,-3.600719690322876,3.5621790885925293,0.7836552858352661,0.0,0.3186898500383378
8,6.1539788246154785,0.07973361015319824,-6.96989107131958,-7.018115043640137,3.616840124130249,-4.686401844024658,1.6098358631134033,3.3099520206451416,-6.766058921813965,0.577326774597168,3.4694900512695312,-5.365659713745117,3.0057497024536133,6.791606426239014,-3.753073215484619,-4.762343406677246,-4.120229244232178,-0.9051930904388428,-2.265875816345215,-6.58317232131958,5.583163738250732,4.504182815551758,-4.612545013427734,-11.383182525634766,3.3715200424194336,-1.6521024703979492,-2.8836312294006348,2.92681884765625,0.7225438356399536,0.0,0.24488083684720008
9,3.9141533374786377,0.010185003280639648,-4.146289348602295,-4.491745948791504,2.043755054473877,-2.8424525260925293,1.098885178565979,1.894323706626892,-4.0026960372924805,0.3490579128265381,1.9406380653381348,-3.482123374938965,2.0063929557800293,4.17575216293335,-2.339172124862671,-2.7935330867767334,-2.490645170211792,-0.33400440216064453,-1.2265596389770508,-3.745600938796997,3.5042402744293213,2.5709962844848633,-2.6965997219085693,-6.761083602905273,2.1141133308410645,-1.1431236267089844,-1.8232545852661133,1.7873618602752686,0.382348895072937,1.0,0.5285131916935548
